126,Nº 01,PLOMO,Nº 03,NUEVA ACTA 2000 TOMO 3 (CIENCIAS SOCIALES),ENCICLOPEDIA SISTEMATICA EN ONCE TOMOS,4085,"EDICIONES: RIALP, S.A. MADRID ",798,
127,Nº 01,PLOMO,Nº 03,NUEVA ACTA 2000 TOMO 4 (EDUCACIÓN Y COMUNICACIÓN),ENCICLOPEDIA SISTEMATICA EN ONCE TOMOS,4086,"EDICIONES: RIALP, S.A. MADRID ",580,
128,Nº 01,PLOMO,Nº 03,"NUEVA ACTA 2000 TOMO 5 (EL HOMBRE, LA SALUD Y VIDA SOCIAL)",ENCICLOPEDIA SISTEMATICA EN ONCE TOMOS,4087,"EDICIONES: RIALP, S.A. MADRID ",619,
129,Nº 01,PLOMO,Nº 03,NUEVA ACTA 2000 TOMO 6 (GEOGRAFÍA Y PAÍSES),ENCICLOPEDIA SISTEMATICA EN ONCE TOMOS,4088,"EDICIONES: RIALP, S.A. MADRID ",731,
130,Nº 01,PLOMO,Nº 03,NUEVA ACTA 2000 TOMO 7 (HISTORIA),ENCICLOPEDIA SISTEMATICA EN ONCE TOMOS,4089,"EDICIONES: RIALP, S.A. MADRID ",649,
131,Nº 01,PLOMO,Nº 03,NUEVA ACTA 2000 TOMO 8 (CIENCIAS MATEMÁTICAS Y FÍSICO - QUIMICOS),ENCICLOPEDIA SISTEMATICA EN ONCE TOMOS,4090,"EDICIONES: RIALP, S.A. MADRID ",812,
132,Nº 01,PLOMO,Nº 03,NUEVA ACTA 2000 TOMO 9 (CIENCIAS DE LA NATURALEZA),ENCICLOPEDIA SISTEMATICA EN ONCE TOMOS,4091,"EDICIONES: RIALP, S.A. MADRID ",680,
133,Nº 01,PLOMO,Nº 03,NUEVA ACTA 2000 TOMO 10 (TECNOLOGÍA),ENCICLOPEDIA SISTEMATICA EN ONCE TOMOS,4092,"EDICIONES: RIALP, S.A. MADRID ",792,
134,Nº 01,PLOMO,Nº 03,NUEVA ACTA 2000 TOMO 11 (BIOGRAFÍAS),ENCICLOPEDIA SISTEMATICA EN ONCE TOMOS,4093,"EDICIONES: RIALP, S.A. MADRID ",931,
135,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA UNIVERSAL ILUSTRADA 1 (A PRIORI ANTIGUO TESTAMENTO),BRITANNICA ,6416,EDITORIAL: SANTIAGO LTDA. CHILE,137,
136,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA UNIVERSAL ILUSTRADA 2 (ANTIHISTAMINICO BARRAULT),BRITANNICA ,6417,EDITORIAL: SANTIAGO LTDA. CHILE,279,
137,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA UNIVERSAL ILUSTRADA 3 (BARREMINAS BRUNEL),BRITANNICA ,6418,EDITORIAL: SANTIAGO LTDA. CHILE,421,
138,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA UNIVERSAL ILUSTRADA 4 (BRUNELLESCHI CHAMBERLAIN´S MEN),BRITANNICA ,6419,EDITORIAL: SANTIAGO LTDA. CHILE,563,
139,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA UNIVERSAL ILUSTRADA 5 (CHAMBERLEN CORO),BRITANNICA ,6420,EDITORIAL: SANTIAGO LTDA. CHILE,705,
140,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA UNIVERSAL ILUSTRADA 6 (CORONA DRUMMOND),BRITANNICA ,6421,EDITORIAL: SANTIAGO LTDA. CHILE,847,
141,Nº 01,PLOMO,Nº 03,ENCICLOPEDIA UNIVERSAL ILUSTRADA 7 (DRUPA FALL),BRITANNICA ,6422,EDITORIAL: SANTIAGO LTDA. CHILE,989,
